Unemployment_Rate : Urban
Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
India, 06-11-2016, W, 7.75, 129261917.00, 43.78
India, 13-11-2016, W, 7.30, 131377598.00, 44.26
India, 20-11-2016, W, 9.46, 132910634.00, 45.82
India, 27-11-2016, W, 6.73, 129828596.00, 43.43
India, 04-12-2016, W, 6.54, 130660538.00, 43.60
India, 11-12-2016, W, 8.02, 129639760.00, 43.93
India, 18-12-2016, W, 6.60, 127738188.00, 42.61
India, 25-12-2016, W, 8.59, 128958599.00, 43.93
India, 01-01-2017, W, 8.49, 128624653.00, 43.75
India, 08-01-2017, W, 7.21, 130693816.00, 43.82
India, 15-01-2017, W, 7.15, 127759163.00, 42.79
India, 22-01-2017, W, 7.86, 129436038.00, 43.66
India, 29-01-2017, W, 8.92, 128187489.00, 43.72
India, 05-02-2017, W, 6.87, 126349668.00, 42.13
India, 12-02-2017, W, 5.53, 130048851.00, 42.72
India, 19-02-2017, W, 6.73, 129430539.00, 43.05
India, 26-02-2017, W, 6.41, 135761475.00, 44.97
India, 05-03-2017, W, 7.29, 130069318.00, 43.48
India, 12-03-2017, W, 5.10, 129490059.00, 42.26
India, 19-03-2017, W, 4.78, 130916625.00, 42.57
India, 26-03-2017, W, 5.97, 128438503.00, 42.27
India, 02-04-2017, W, 4.12, 129085730.00, 41.64
India, 09-04-2017, W, 3.82, 129942708.00, 41.77
India, 16-04-2017, W, 4.25, 129436752.00, 41.77
India, 23-04-2017, W, 3.70, 128751980.00, 41.29
India, 30-04-2017, W, 3.96, 129629989.00, 41.67
India, 07-05-2017, W, 4.49, 127508413.00, 41.19
India, 14-05-2017, W, 4.80, 127040615.00, 41.16
India, 21-05-2017, W, 4.08, 130204352.00, 41.84
India, 28-05-2017, W, 4.99, 128197031.00, 41.57
India, 04-06-2017, W, 4.88, 126771448.00, 41.04
India, 11-06-2017, W, 4.62, 128714858.00, 41.54
India, 18-06-2017, W, 4.01, 129699788.00, 41.57
India, 25-06-2017, W, 4.61, 132373241.00, 42.67
India, 02-07-2017, W, 4.26, 131586214.00, 42.24
India, 09-07-2017, W, 3.65, 128983719.00, 41.12
India, 16-07-2017, W, 3.70, 130273001.00, 41.54
India, 23-07-2017, W, 3.88, 130395057.00, 41.64
India, 30-07-2017, W, 3.33, 129722668.00, 41.16
India, 06-08-2017, W, 4.01, 129983226.00, 41.52
India, 13-08-2017, W, 5.09, 130657906.00, 42.19
India, 20-08-2017, W, 4.81, 129122618.00, 41.55
India, 27-08-2017, W, 4.23, 126225725.00, 40.35
India, 03-09-2017, W, 4.44, 130850464.00, 41.90
India, 10-09-2017, W, 5.84, 128152468.00, 41.63
India, 17-09-2017, W, 5.75, 128254028.00, 41.60
India, 24-09-2017, W, 5.45, 129572637.00, 41.88
India, 01-10-2017, W, 7.23, 127225085.00, 41.89
India, 08-10-2017, W, 8.10, 126573572.00, 42.05
India, 15-10-2017, W, 7.03, 129415912.00, 42.47
India, 22-10-2017, W, 4.75, 139815507.00, 44.77
India, 29-10-2017, W, 5.07, 131019292.00, 42.07
India, 05-11-2017, W, 5.19, 130453413.00, 41.92
India, 12-11-2017, W, 6.01, 127443641.00, 41.29
India, 19-11-2017, W, 4.74, 129686976.00, 41.44
India, 26-11-2017, W, 5.23, 128203694.00, 41.16
India, 03-12-2017, W, 5.57, 129891167.00, 41.83
India, 10-12-2017, W, 4.99, 128790443.00, 41.20
India, 17-12-2017, W, 5.26, 132113186.00, 42.36
India, 24-12-2017, W, 5.20, 129749541.00, 41.56
India, 31-12-2017, W, 5.54, 131731621.00, 42.33
India, 07-01-2018, W, 6.62, 125232043.00, 40.68
India, 14-01-2018, W, 6.37, 127121561.00, 41.17
India, 21-01-2018, W, 5.99, 127820073.00, 41.20
India, 28-01-2018, W, 5.61, 128247019.00, 41.15
India, 04-02-2018, W, 6.15, 130003642.00, 41.94
India, 11-02-2018, W, 6.87, 129683270.00, 42.14
India, 18-02-2018, W, 6.01, 130761796.00, 42.08
India, 25-02-2018, W, 6.71, 132863123.00, 43.06
India, 04-03-2018, W, 6.84, 128146691.00, 41.57
India, 11-03-2018, W, 6.72, 129076274.00, 41.79
India, 18-03-2018, W, 6.16, 127811665.00, 41.12
India, 25-03-2018, W, 6.52, 127693305.00, 41.22
India, 01-04-2018, W, 6.09, 126227118.00, 40.54
India, 08-04-2018, W, 6.75, 130193245.00, 42.09
India, 15-04-2018, W, 6.33, 126475722.00, 40.68
India, 22-04-2018, W, 6.57, 125473850.00, 40.44
India, 29-04-2018, W, 6.05, 125631185.00, 40.25
India, 06-05-2018, W, 6.72, 125849988.00, 40.59
India, 13-05-2018, W, 5.67, 126115865.00, 40.20
India, 20-05-2018, W, 5.91, 128693757.00, 41.11
India, 27-05-2018, W, 6.50, 127995032.00, 41.12
India, 03-06-2018, W, 6.90, 128224890.00, 41.36
India, 10-06-2018, W, 6.34, 127451831.00, 40.84
India, 17-06-2018, W, 6.37, 130183779.00, 41.71
India, 24-06-2018, W, 6.58, 130940747.00, 42.02
India, 01-07-2018, W, 6.99, 128785259.00, 41.49
India, 08-07-2018, W, 5.93, 128110714.00, 40.79
India, 15-07-2018, W, 6.57, 127469067.00, 40.85
India, 22-07-2018, W, 6.11, 129495196.00, 41.27
India, 29-07-2018, W, 5.83, 128286200.00, 40.75
India, 05-08-2018, W, 6.03, 130629559.00, 41.56
India, 12-08-2018, W, 6.88, 126839447.00, 40.70
India, 19-08-2018, W, 6.42, 125415983.00, 40.03
India, 26-08-2018, W, 6.22, 127677145.00, 40.64
India, 02-09-2018, W, 7.43, 129001553.00, 41.58
India, 09-09-2018, W, 7.60, 125760580.00, 40.59
India, 16-09-2018, W, 6.84, 128766038.00, 41.20
India, 23-09-2018, W, 7.19, 128318044.00, 41.19
India, 30-09-2018, W, 8.01, 126032655.00, 40.80
India, 07-10-2018, W, 6.99, 127918507.00, 40.94
India, 14-10-2018, W, 6.70, 127787947.00, 40.75
India, 21-10-2018, W, 8.03, 128681251.00, 41.60
India, 28-10-2018, W, 7.42, 128094852.00, 41.12
India, 04-11-2018, W, 6.18, 129323430.00, 40.95
India, 11-11-2018, W, 7.63, 127725127.00, 41.05
India, 18-11-2018, W, 7.81, 125763486.00, 40.48
India, 25-11-2018, W, 7.89, 127483301.00, 41.05
India, 02-12-2018, W, 7.60, 125374056.00, 40.23
India, 09-12-2018, W, 7.01, 127419895.00, 40.61
India, 16-12-2018, W, 7.73, 127618447.00, 40.97
India, 23-12-2018, W, 7.38, 126819135.00, 40.53
India, 30-12-2018, W, 8.03, 127268788.00, 40.95
India, 06-01-2019, W, 9.38, 126861177.00, 41.41
India, 13-01-2019, W, 8.71, 128752936.00, 41.69
India, 20-01-2019, W, 7.88, 132148198.00, 42.38
India, 27-01-2019, W, 8.86, 125620077.00, 40.70
India, 03-02-2019, W, 8.07, 128229743.00, 41.17
India, 10-02-2019, W, 7.81, 129658737.00, 41.50
India, 17-02-2019, W, 7.35, 127891454.00, 40.71
India, 24-02-2019, W, 7.90, 131739487.00, 42.16
India, 03-03-2019, W, 8.69, 127517813.00, 41.14
India, 10-03-2019, W, 7.78, 128260171.00, 40.95
India, 17-03-2019, W, 8.43, 125354597.00, 40.29
India, 24-03-2019, W, 7.25, 126044402.00, 39.98
India, 31-03-2019, W, 7.79, 123715361.00, 39.45
India, 07-04-2019, W, 7.68, 124754893.00, 39.72
India, 14-04-2019, W, 7.76, 126710553.00, 40.35
India, 21-04-2019, W, 7.74, 127202087.00, 40.48
India, 28-04-2019, W, 7.24, 125820356.00, 39.81
India, 05-05-2019, W, 8.04, 129254772.00, 41.23
India, 12-05-2019, W, 9.00, 123341112.00, 39.74
India, 19-05-2019, W, 8.15, 131118189.00, 41.83
India, 26-05-2019, W, 8.65, 123482851.00, 39.59
India, 02-06-2019, W, 8.55, 127564059.00, 40.83
India, 09-06-2019, W, 9.11, 125616783.00, 40.44
India, 16-06-2019, W, 8.05, 129475991.00, 41.18
India, 23-06-2019, W, 7.89, 128066221.00, 40.64
India, 30-06-2019, W, 8.57, 130599987.00, 41.74
India, 07-07-2019, W, 8.31, 128828579.00, 41.03
India, 14-07-2019, W, 8.83, 124542522.00, 39.87
India, 21-07-2019, W, 8.57, 126468555.00, 40.35
India, 28-07-2019, W, 9.18, 124615968.00, 40.01
India, 04-08-2019, W, 9.42, 126073651.00, 40.56
India, 11-08-2019, W, 10.25, 125898053.00, 40.86
India, 18-08-2019, W, 8.73, 128509181.00, 41.00
India, 25-08-2019, W, 8.92, 127475366.00, 40.73
India, 01-09-2019, W, 9.08, 127839068.00, 40.90
India, 08-09-2019, W, 9.40, 127412345.00, 40.89
India, 15-09-2019, W, 9.67, 127715717.00, 41.09
India, 22-09-2019, W, 9.58, 127716829.00, 41.03
India, 29-09-2019, W, 10.76, 125080138.00, 40.69
India, 06-10-2019, W, 8.53, 127571103.00, 40.47
India, 13-10-2019, W, 9.39, 128024265.00, 40.98
India, 20-10-2019, W, 7.96, 129393986.00, 40.75
India, 27-10-2019, W, 8.12, 129656483.00, 40.89
India, 03-11-2019, W, 7.69, 129178126.00, 40.53
India, 10-11-2019, W, 9.37, 128710355.00, 41.11
India, 17-11-2019, W, 8.94, 124518613.00, 39.56
India, 24-11-2019, W, 8.98, 127693568.00, 40.57
India, 01-12-2019, W, 8.88, 123731753.00, 39.25
India, 08-12-2019, W, 10.07, 127236052.00, 40.88
India, 15-12-2019, W, 8.87, 128824881.00, 40.82
India, 22-12-2019, W, 10.12, 127350117.00, 40.89
India, 29-12-2019, W, 8.28, 128015053.00, 40.26
India, 05-01-2020, W, 9.97, 126403669.00, 40.48
India, 12-01-2020, W, 9.63, 126677007.00, 40.40
India, 19-01-2020, W, 8.55, 127903776.00, 40.29
India, 26-01-2020, W, 10.36, 126284553.00, 40.56
India, 02-02-2020, W, 9.39, 127520973.00, 40.50
India, 09-02-2020, W, 8.90, 127181278.00, 40.15
India, 16-02-2020, W, 9.68, 128723775.00, 40.97
India, 23-02-2020, W, 7.49, 132182843.00, 41.06
India, 01-03-2020, W, 9.04, 127109199.00, 40.13
India, 08-03-2020, W, 9.13, 128531583.00, 40.60
India, 15-03-2020, W, 8.21, 124722035.00, 38.99
India, 22-03-2020, W, 8.66, 127858637.00, 40.14
India, 29-03-2020, W, 30.01, 88831649.00, 36.38
India, 05-04-2020, W, 30.93, 76476809.00, 31.72
India, 12-04-2020, W, 23.17, 86620152.00, 32.28
India, 19-04-2020, W, 25.08, 85516383.00, 32.67
India, 26-04-2020, W, 21.45, 87225893.00, 31.77
India, 03-05-2020, W, 29.22, 81936825.00, 33.10
India, 10-05-2020, W, 27.83, 83345337.00, 33.00
India, 17-05-2020, W, 26.95, 86547451.00, 33.84
India, 24-05-2020, W, 22.72, 98305649.00, 36.32
India, 31-05-2020, W, 25.14, 94619193.00, 36.07
India, 07-06-2020, W, 17.08, 108080572.00, 37.18
India, 14-06-2020, W, 13.10, 114028305.00, 37.41
India, 21-06-2020, W, 11.19, 120630089.00, 38.70
India, 28-06-2020, W, 10.69, 121200100.00, 38.65
India, 05-07-2020, W, 11.26, 116583914.00, 37.40
India, 12-07-2020, W, 9.92, 117035796.00, 36.97
India, 19-07-2020, W, 9.78, 123556560.00, 38.95
India, 26-07-2020, W, 9.43, 120440300.00, 37.80
India, 02-08-2020, W, 8.73, 122505645.00, 38.14
India, 09-08-2020, W, 9.31, 123000827.00, 38.52
India, 16-08-2020, W, 9.61, 125254167.00, 39.33
India, 23-08-2020, W, 9.89, 121462876.00, 38.24
India, 30-08-2020, W, 9.43, 122931098.00, 38.49
India, 06-09-2020, W, 8.32, 122328014.00, 37.82
India, 13-09-2020, W, 8.27, 119915323.00, 37.03
India, 20-09-2020, W, 8.83, 121349926.00, 37.69
India, 27-09-2020, W, 8.25, 121618549.00, 37.51
India, 04-10-2020, W, 8.17, 122940482.00, 37.87
India, 11-10-2020, W, 7.05, 123497739.00, 37.56
India, 18-10-2020, W, 7.83, 122951510.00, 37.70
India, 25-10-2020, W, 6.79, 126166240.00, 38.23
India, 01-11-2020, W, 7.10, 121984827.00, 37.07
India, 08-11-2020, W, 6.61, 123413024.00, 37.29
India, 15-11-2020, W, 7.05, 122764191.00, 37.25
India, 22-11-2020, W, 7.94, 122489976.00, 37.51
India, 29-11-2020, W, 6.72, 121708915.00, 36.76
India, 06-12-2020, W, 8.15, 123787863.00, 37.95
India, 13-12-2020, W, 11.62, 121823286.00, 38.80
India, 20-12-2020, W, 10.07, 122371695.00, 38.28
India, 27-12-2020, W, 7.32, 121756064.00, 36.94
India, 03-01-2021, W, 6.81, 120805248.00, 36.44
India, 10-01-2021, W, 7.91, 123204327.00, 37.58
India, 17-01-2021, W, 7.32, 122347982.00, 37.07
India, 24-01-2021, W, 8.06, 122883196.00, 37.51
India, 31-01-2021, W, 8.84, 124737250.00, 38.38
India, 07-02-2021, W, 6.68, 124305344.00, 37.35
India, 14-02-2021, W, 7.00, 122517087.00, 36.92
India, 21-02-2021, W, 6.83, 125420852.00, 37.71
India, 28-02-2021, W, 7.85, 121810383.00, 37.01
India, 07-03-2021, W, 7.10, 120686563.00, 36.35
India, 14-03-2021, W, 7.63, 121927665.00, 36.92
India, 21-03-2021, W, 7.40, 123773699.00, 37.37
India, 28-03-2021, W, 7.72, 121572107.00, 36.81
India, 04-04-2021, W, 7.21, 125034941.00, 37.63
India, 11-04-2021, W, 9.81, 122039439.00, 37.77
India, 18-04-2021, W, 10.72, 121262320.00, 37.89
India, 25-04-2021, W, 9.55, 124913605.00, 38.51
India, 02-05-2021, W, 10.08, 114824731.00, 35.59
India, 09-05-2021, W, 11.72, 120477244.00, 38.02
India, 16-05-2021, W, 14.71, 113320678.00, 37.00
India, 23-05-2021, W, 17.41, 107440747.00, 36.20
India, 30-05-2021, W, 17.88, 105368186.00, 35.69
India, 06-06-2021, W, 14.40, 110776943.00, 35.98
India, 13-06-2021, W, 9.70, 121938294.00, 37.53
India, 20-06-2021, W, 10.30, 120316523.00, 37.26
India, 27-06-2021, W, 8.98, 121352575.00, 37.01
India, 04-07-2021, W, 8.57, 121350664.00, 36.83
India, 11-07-2021, W, 8.90, 124650353.00, 37.95
India, 18-07-2021, W, 7.94, 123424262.00, 37.17
India, 25-07-2021, W, 8.01, 125545830.00, 37.82
India, 01-08-2021, W, 8.03, 122531327.00, 36.90
India, 08-08-2021, W, 9.96, 123368475.00, 37.93
India, 15-08-2021, W, 10.23, 122545179.00, 37.77
India, 22-08-2021, W, 9.14, 125615808.00, 38.23
India, 29-08-2021, W, 9.58, 124092209.00, 37.93
India, 05-09-2021, W, 8.92, 125989720.00, 38.21
India, 12-09-2021, W, 9.20, 124259130.00, 37.79
